Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,555,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}/entries/{Uri.EscapeDataString(SelectedEntry.Word)}"",                     null,                     System.Net.Http.HttpMethod.Delete                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,512,16,T:System.Uri,,,,,"var entry = await _backendClient.SendRequestAsync<object, LexiconEntry>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}/entries/{Uri.EscapeDataString(SelectedEntry.Word)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,512,16,T:System.Uri,,,,,"var entry = await _backendClient.SendRequestAsync<object, LexiconEntry>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}/entries/{Uri.EscapeDataString(SelectedEntry.Word)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,444,16,T:System.Uri,,,,,"var entry = await _backendClient.SendRequestAsync<object, LexiconEntry>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}/entries"",                     request                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,387,16,T:System.Uri,,,,,"var entries = await _backendClient.SendRequestAsync<object, LexiconEntry[]>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}/entries"",                     null,                     System.Net.Http.HttpMethod.Get,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,329,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}"",                     null,                     System.Net.Http.HttpMethod.Delete                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LexiconViewModel.cs,286,16,T:System.Uri,,,,,"var lexicon = await _backendClient.SendRequestAsync<object, Lexicon>(                     $""/api/lexicon/lexicons/{Uri.EscapeDataString(SelectedLexicon.LexiconId)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,320,16,T:System.Net.Http.HttpContent,,,,,var responseJson = await response.Content.ReadAsStringAsync(cts.Token);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,298,16,T:System.IO.WindowsRuntimeStorageExtensions,,,,,using var fileStream = await file.OpenStreamForReadAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,298,16,M:System.IO.WindowsRuntimeStorageExtensions.OpenStreamForReadAsync(Windows.Storage.IStorageFile),,,,,using var fileStream = await file.OpenStreamForReadAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,296,16,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,296,16,M:System.Uri.#ctor(System.String),,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceCloningWizardViewModel.cs,296,16,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,453,16,T:System.Uri,,,,,"var response = await _backendClient.SendRequestAsync<object, DatasetValidateResponse>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/validate"",                     null,                     System.Net.Http.HttpMethod.Post                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,379,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/audio/{Uri.EscapeDataString(audioFile.Id)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,379,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/audio/{Uri.EscapeDataString(audioFile.Id)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,305,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/audio/{Uri.EscapeDataString(audioFile.Id)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,305,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/audio/{Uri.EscapeDataString(audioFile.Id)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,225,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}/audio"",                     request,                     System.Net.Http.HttpMethod.Post,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TrainingDatasetEditorViewModel.cs,167,16,T:System.Uri,,,,,"var detail = await _backendClient.SendRequestAsync<object, DatasetDetail>(                     $""/api/dataset-editor/{Uri.EscapeDataString(SelectedDatasetId)}"",                     null,                     System.Net.Http.HttpMethod.Get,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\HelpViewModel.cs,224,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\HelpViewModel.cs,175,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\HelpViewModel.cs,112,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,451,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                      $""/api/upscaling/jobs/{Uri.EscapeDataString(SelectedJob.JobId)}"",                      null,                      System.Net.Http.HttpMethod.Delete                  );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,336,16,T:System.Net.Http.HttpContent,,,,,var responseJson = await response.Content.ReadAsStringAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,307,12,M:System.TimeSpan.FromMinutes(System.Double),,,,,httpClient.Timeout = TimeSpan.FromMinutes(30);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,306,12,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,306,12,M:System.Uri.#ctor(System.String),,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\UpscalingViewModel.cs,306,12,T:System.Uri,,,,,httpClient.BaseAddress = new Uri(baseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SpatialAudioViewModel.cs,251,16,T:System.Uri,,,,,"var response = await _backendClient.SendRequestAsync<object, Dictionary<string, object>>(                     $""/api/spatial-audio/preview?audio_id={Uri.EscapeDataString(AudioId)}&x={PositionX}&y={PositionY}&z={PositionZ}&distance={Distance}"",                     null,                     System.Net.Http.HttpMethod.Post                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\RealTimeVoiceConverterViewModel.cs,277,20,T:System.Uri,,,,,"var metricsResponse = await _backendClient.SendRequestAsync<object, RealtimeQualityMetrics>(                         $""/api/realtime-converter/{Uri.EscapeDataString(SelectedSession.SessionId)}/quality"",                         null,                         System.Net.Http.HttpMethod.Get,                         cancellationToken                     );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\RealTimeVoiceConverterViewModel.cs,211,24,T:System.Uri,,,,,"var latencyResponse = await _backendClient.SendRequestAsync<object, RealtimeLatencyInfo>(                             $""/api/realtime-converter/{Uri.EscapeDataString(SelectedSession.SessionId)}/latency"",                             null,                             System.Net.Http.HttpMethod.Get,                             cancellationToken                         );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\RealTimeVoiceConverterViewModel.cs,191,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,_monitoringTimer.Interval = TimeSpan.FromMilliseconds(MONITORING_INTERVAL_MS);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TemplateLibraryViewModel.cs,137,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                      queryParams.AllKeys.SelectMany(key =>                          queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                      )                  );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\EnsembleSynthesisViewModel.cs,529,24,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                             $""/api/ensemble/{Uri.EscapeDataString(jobId)}"",                             null,                             System.Net.Http.HttpMethod.Delete,                             cancellationToken                         );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\EnsembleSynthesisViewModel.cs,336,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\AssistantViewModel.cs,359,16,T:System.Uri,,,,,"var suggestions = await _backendClient.SendRequestAsync<object, TaskSuggestion[]>(                     $""/api/assistant/suggest-tasks?project_id={Uri.EscapeDataString(SelectedProjectId)}"",                     null,                     System.Net.Http.HttpMethod.Post                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\AssistantViewModel.cs,316,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/assistant/conversations/{Uri.EscapeDataString(SelectedConversation.ConversationId)}"",                     null,                     System.Net.Http.HttpMethod.Delete                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\AssistantViewModel.cs,278,16,T:System.Uri,,,,,"var conversation = await _backendClient.SendRequestAsync<object, Conversation>(                     $""/api/assistant/conversations/{Uri.EscapeDataString(SelectedConversation.ConversationId)}"",                     null,                     System.Net.Http.HttpMethod.Get                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\JobProgressViewModel.cs,303,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TextHighlightingViewModel.cs,405,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/text-highlighting/{Uri.EscapeDataString(SessionId)}/persist"",                     request,                     System.Net.Http.HttpMethod.Post,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TextHighlightingViewModel.cs,340,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/text-highlighting/{Uri.EscapeDataString(SessionId)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TextHighlightingViewModel.cs,293,16,T:System.Uri,,,,,"var updated = await _backendClient.SendRequestAsync<object, HighlightingSession>(                     $""/api/text-highlighting/{Uri.EscapeDataString(SessionId)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\EmotionControlViewModel.cs,487,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                      $""/api/emotion/preset/{Uri.EscapeDataString(SelectedPreset.PresetId)}"",                      null,                      System.Net.Http.HttpMethod.Delete,                      cancellationToken                  );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\KeyboardShortcutsViewModel.cs,401,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\KeyboardShortcutsViewModel.cs,131,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SettingsViewModel.cs,829,114,T:Windows.UI.Color,,,,,StatusColor
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SettingsViewModel.cs,828,44,T:Windows.UI.Color,,,,,=> IsInstalled ? Windows.UI.Colors.Green : (IsOptional ? Windows.UI.Colors.Orange : Windows.UI.Colors.Red)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SettingsViewModel.cs,828,8,T:Windows.UI.Color,,,,,public Windows.UI.Color StatusColor
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceMorphViewModel.cs,324,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/voice-morph/configs/{Uri.EscapeDataString(SelectedConfig.ConfigId)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\VoiceMorphViewModel.cs,285,16,T:System.Uri,,,,,"var config = await _backendClient.SendRequestAsync<object, MorphConfig>(                     $""/api/voice-morph/configs/{Uri.EscapeDataString(SelectedConfig.ConfigId)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\MultiVoiceGeneratorViewModel.cs,549,16,T:System.Uri,,,,,"var results = await _backendClient.SendRequestAsync<object, MultiVoiceResultsResponse>(                      $""/api/voice/multi/{Uri.EscapeDataString(CurrentJobId)}/results"",                      null,                      System.Net.Http.HttpMethod.Get,                      cancellationToken                  );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\MultiVoiceGeneratorViewModel.cs,509,16,T:System.Uri,,,,,"var status = await _backendClient.SendRequestAsync<object, MultiVoiceJobStatusResponse>(                      $""/api/voice/multi/{Uri.EscapeDataString(CurrentJobId)}/status"",                      null,                      System.Net.Http.HttpMethod.Get,                      cancellationToken                  );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\MultiVoiceGeneratorViewModel.cs,445,20,T:System.Uri,,,,,"var status = await _backendClient.SendRequestAsync<object, MultiVoiceJobStatusResponse>(                          $""/api/voice/multi/{Uri.EscapeDataString(CurrentJobId)}/status"",                          null,                          System.Net.Http.HttpMethod.Get,                          cancellationToken                      );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\MultiVoiceGeneratorViewModel.cs,340,20,T:System.Uri,,,,,"var response = await _backendClient.SendRequestAsync<object, CSVExportResponse>(                          $""/api/voice/multi/export?job_id={Uri.EscapeDataString(CurrentJobId ?? """")}"",                          new { },                          System.Net.Http.HttpMethod.Post,                          cancellationToken                      );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\BackupRestoreViewModel.cs,350,20,T:System.IO.WindowsRuntimeStorageExtensions,,,,,using var fileStream = await file.OpenStreamForReadAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\BackupRestoreViewModel.cs,350,20,M:System.IO.WindowsRuntimeStorageExtensions.OpenStreamForReadAsync(Windows.Storage.IStorageFile),,,,,using var fileStream = await file.OpenStreamForReadAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\BackupRestoreViewModel.cs,231,20,T:System.IO.WindowsRuntimeStorageExtensions,,,,,using var fileStream = await file.OpenStreamForWriteAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\BackupRestoreViewModel.cs,231,20,M:System.IO.WindowsRuntimeStorageExtensions.OpenStreamForWriteAsync(Windows.Storage.IStorageFile),,,,,using var fileStream = await file.OpenStreamForWriteAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\LibraryViewModel.cs,206,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                      queryParams.AllKeys.SelectMany(key =>                          queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\StyleTransferViewModel.cs,342,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/style-transfer/jobs/{Uri.EscapeDataString(SelectedJob.JobId)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,477,16,T:System.Uri,,,,,"await _backendClient.SendRequestAsync<object, object>(                     $""/api/todo-panel/{Uri.EscapeDataString(SelectedTodo.TodoId)}"",                     null,                     System.Net.Http.HttpMethod.Delete,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,417,16,T:System.Uri,,,,,"var todo = await _backendClient.SendRequestAsync<TodoUpdateRequest, Todo>(                     $""/api/todo-panel/{Uri.EscapeDataString(SelectedTodo.TodoId)}"",                     request,                     System.Net.Http.HttpMethod.Put,                     cancellationToken                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,252,20,T:System.Uri,,,,,"queryParams.Add($""tag={Uri.EscapeDataString(FilterTag)}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,248,20,T:System.Uri,,,,,"queryParams.Add($""category={Uri.EscapeDataString(FilterCategory)}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,244,20,T:System.Uri,,,,,"queryParams.Add($""priority={Uri.EscapeDataString(FilterPriority)}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,240,20,T:System.Uri,,,,,"queryParams.Add($""status={Uri.EscapeDataString(FilterStatus)}"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,139,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,var loadCt = new CancellationTokenSource(TimeSpan.FromSeconds(30)).Token;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\TodoPanelViewModel.cs,139,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,var loadCt = new CancellationTokenSource(TimeSpan.FromSeconds(30)).Token;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SceneBuilderViewModel.cs,355,16,T:System.Uri,,,,,"var response = await _backendClient.SendRequestAsync<object, SceneApplyResponse>(                     $""/api/scenes/{scene.Id}/apply?target_project_id={Uri.EscapeDataString(SelectedProjectId)}"",                     null,                     System.Net.Http.HttpMethod.Post                 );"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\ViewModels\SceneBuilderViewModel.cs,112,16,T:System.Uri,,,,,"var queryString = string.Join(""&"",                     queryParams.AllKeys.SelectMany(key =>                         queryParams.GetValues(key)?.Select(value => $""{key}={Uri.EscapeDataString(value)}"") ?? Array.Empty<string>()                     )                 );"
